Navn,Parti,Afspilninger,Fans,Engagement,Reaktioner per afspilning,Delinger,Profile Likes,Likes,Kommentarer,Antal opslag,Profile Videos count (overall),Følgerudvikling,Totalt antal interaktioner,Video length in s (average),Profile-ID,Link,Interaktioner per afspilning,Storkreds,Køn,Uge
Liberal Alliance,Liberal Alliance,3697900,84500,0.4395345988,0.06261490556,8345,1600000,236582,3966,22,148,13100,248893,25.81818182,6919441762524185605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6919441762524185605&n=TIKTOK&tl0=profiles,0.06730657941,,,20221026
Mai Villadsen,Enhedslisten,1465300,13600,1.236525169,0.06346020026,1939,305300,106331,2919,9,56,2100,111189,31.66666667,7135450646009938949,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135450646009938949&n=TIKTOK&tl0=profiles,0.07588138948,,,20221026
Rosa Lund,Enhedslisten,1321300,10900,1.216570409,0.05565233727,1323,307800,81504,3047,7,102,2238,85874,25.42857143,7053976672089867269,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7053976672089867269&n=TIKTOK&tl0=profiles,0.06499205328,Københavns Storkreds,K,20221026
Søren Pape,Konservative,388100,4278,0.6841827495,0.01932169937,309,35300,19066,346,3,16,1291,19721,21.66666667,7152897731283239941,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7152897731283239941&n=TIKTOK&tl0=profiles,0.05081422314,,,20221026
Jan Kristoffersen,Alternativet,343700,15800,0.3949166112,0.03283024783,862,302600,39506,1123,2,51,1200,41491,15,7075589074271388677,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7075589074271388677&n=TIKTOK&tl0=profiles,0.12071865,Københavns Storkreds,M,20221026
Sikandar Siddique,Frie Grønne,339671,5308,0.4974215861,0.03752171611,2410,74600,14415,1286,11,74,279,18111,43.18181818,7110193218998060038,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110193218998060038&n=TIKTOK&tl0=profiles,0.05331924127,Københavns Storkreds,M,20221026
Frie Grønne,Frie Grønne,330108,7670,0.2505648943,0.03529983302,763,171200,11852,672,12,163,416,13287,25,6976535639811982342,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6976535639811982342&n=TIKTOK&tl0=profiles,0.04025046348,,,20221026
Jakob Søgaard Clausen,Andet,308222,263,9.649915009,0.0152830824,563,16000,14591,280,7,39,48,15434,23.14285714,7103984659075859461,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7103984659075859461&n=TIKTOK&tl0=profiles,0.0500742971,,,20221026
Rune Bønnelykke,Nye Borgerlige,287100,85,61.01587302,0.005738169876,433,7206,10900,199,1,11,75,11532,9,7112696211584877573,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7112696211584877573&n=TIKTOK&tl0=profiles,0.04016718913,Sydjyllands Storkreds,M,20221026
Charlotte Nellemann,Liberal Alliance,277431,2028,1.573270556,0.02353003187,803,41400,18383,582,9,48,670,19768,30.22222222,7138772444043772934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7138772444043772934&n=TIKTOK&tl0=profiles,0.07125375319,,,20221026
Sadek Al-Amood,SF,245513,1323,1.224743063,0.03916394111,47,37200,9463,608,7,47,568,10118,50.85714286,6822600491164353542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6822600491164353542&n=TIKTOK&tl0=profiles,0.041211667,,,20221026
Venstres Ungdom,Venstre ,241370,2211,1.128342736,0.0249657589,298,67700,15988,198,5,106,193,16484,17.2,6899149185438958593,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6899149185438958593&n=TIKTOK&tl0=profiles,0.06829349132,,,20221026
Katrine Daugaard,Liberal Alliance,217969,558,2.299953154,0.008293827986,93,6331,8684,168,5,13,178,8945,11.8,7110950124852249605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110950124852249605&n=TIKTOK&tl0=profiles,0.04103794576,Fyns Storkreds,K,20221026
Jakob Ellemann-Jensen,Venstre ,151400,15000,0.09215452113,0.02523728988,100,93800,8785,153,3,11,2400,9038,40,7148380785120592901,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148380785120592901&n=TIKTOK&tl0=profiles,0.05969616909,,,20221026
Lukas Lunøe,Radikale Venstre,149630,5287,0.2407439332,0.04939870154,191,195400,8410,259,6,71,204,8860,43.66666667,6991441079132881925,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6991441079132881925&n=TIKTOK&tl0=profiles,0.05921272472,Sjællands Storkreds,M,20221026
Radikale Venstre,Radikale Venstre,130806,2101,0.2590193499,0.0215517767,39,16900,3600,81,10,71,257,3720,26.4,7088640033954989062,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7088640033954989062&n=TIKTOK&tl0=profiles,0.02843906243,,,20221026
Brian Nielsen,Nye Borgerlige,123633,1118,0.5207858939,0.02434728725,250,13900,3403,255,9,58,238,3908,84.11111111,7132865213712319494,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7132865213712319494&n=TIKTOK&tl0=profiles,0.0316096835,Nordjyllands Storkreds,,20221026
Konservativ Ungdom,Konservative,95343,2763,0.3138243571,0.02439087769,562,56900,5193,195,3,102,115,5950,59.66666667,6782560090551288837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6782560090551288837&n=TIKTOK&tl0=profiles,0.06240625951,,,20221026
Socialistisk Folkeparti,SF,84003,2369,0.197055981,0.0316214359,17,75800,3100,87,6,142,128,3204,14.33333333,6779495548661810181,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6779495548661810181&n=TIKTOK&tl0=profiles,0.03814149495,,,20221026
Nicolai Sandager,Liberal Alliance,77683,1768,0.2853894553,0.02315707227,78,52100,3188,112,5,30,223,3378,17.8,7042409534522590213,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7042409534522590213&n=TIKTOK&tl0=profiles,0.04348441744,Sjællands Storkreds,M,20221026
Carl Valentin,SF,57144,1545,0.2808438444,0.03595583131,43,37600,2809,72,7,52,140,2924,44.57142857,6791984986301170694,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6791984986301170694&n=TIKTOK&tl0=profiles,0.05116897662,Københavns Storkreds,M,20221026
Niko Grünfeld,Frie Grønne,57106,13400,0.07500710732,0.03622658247,68,191100,6407,548,3,63,200,7023,19.66666667,6916160305756865542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6916160305756865542&n=TIKTOK&tl0=profiles,0.1229818233,Østjyllands Storkreds,M,20221026
Erick Thürmer,Moderaterne,56841,12700,0.03376739571,0.03126511467,30,60400,2778,70,4,87,600,2878,53.5,6982821061944624134,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6982821061944624134&n=TIKTOK&tl0=profiles,0.050632466,Nordsjællands Storkreds,M,20221026
Dina Mofidi,Moderaterne,49886,249,0.376293556,0.003433682748,18,8746,604,29,4,17,13,651,14,6824618071623713798,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6824618071623713798&n=TIKTOK&tl0=profiles,0.01304975344,Nordjyllands Storkreds,,20221026
Dina Myrup Raabjerg,Konservative,45732,6248,0.09417085611,0.04038571833,149,50700,3819,143,4,54,27,4111,80.25,7020110197134066693,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7020110197134066693&n=TIKTOK&tl0=profiles,0.08989329135,Vestjyllands Storkreds,K,20221026
Steffen W. Frølund,Liberal Alliance,43202,2759,0.1694768455,0.0407121791,201,56200,2998,47,6,22,49,3246,25.16666667,7144334913998423045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144334913998423045&n=TIKTOK&tl0=profiles,0.0751354104,,,20221026
Nye Borgerlige,Nye Borgerlige,35632,3482,0.04116533026,0.01220579341,11,19800,949,16,3,18,206,976,7.666666667,7076027611050378246,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076027611050378246&n=TIKTOK&tl0=profiles,0.02739110912,,,20221026
Kim Malmberg Hansen,Dansk Folkeparti,35148,6497,0.07817763945,0.06484534333,29,5933,3225,80,10,49,899,3334,79.3,6832192130841134086,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6832192130841134086&n=TIKTOK&tl0=profiles,0.09485603733,Københavns Storkreds,M,20221026
Lars Høyer Holmqvist,Liberal Alliance,34453,909,0.3242086193,0.05922602913,91,33100,1740,159,13,137,73,1990,113.1538462,145986779408523264,https://www.fanpagekarma.com/discovery?view=PROFILES&id=145986779408523264&n=TIKTOK&tl0=profiles,0.05775984675,Nordsjællands Storkreds,M,20221026
Carl Andersen,Liberal Alliance,32980,307,0.41372013,0.02697534232,7,3269,801,43,7,31,50,851,18.14285714,6813760170583458822,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6813760170583458822&n=TIKTOK&tl0=profiles,0.02580351728,Sydjyllands Storkreds,M,20221026
Mai Mercado,Konservative,31800,1161,0.0488512304,0.003606631842,7,15600,388,0,2,20,124,395,7.5,7140235828483638278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7140235828483638278&n=TIKTOK&tl0=profiles,0.01242138365,Fyns Storkreds,,20221026
Anne Sophie Callesen,Radikale Venstre,31514,300,0.2966146132,0.01051904107,5,12000,551,24,5,27,27,580,9.8,7112100051094160390,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7112100051094160390&n=TIKTOK&tl0=profiles,0.01840451863,Sjællands Storkreds,K,20221026
Samira Nawa,Radikale Venstre,31400,3600,0.04825396825,0.005532302093,4,73700,1190,22,1,33,73,1216,13,6793805014860628997,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6793805014860628997&n=TIKTOK&tl0=profiles,0.03872611465,Københavns Storkreds,K,20221026
Troels Stru Schmidt,SF,23900,56,1.405612245,0.003293484758,39,371,479,33,1,4,9,551,21,7039688240836740101,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7039688240836740101&n=TIKTOK&tl0=profiles,0.02305439331,Københavns Omegns Storkreds,K,20221026
Birgitte Klippert,Konservative,22972,555,0.189214105,0.02155775645,13,12500,675,41,9,165,17,729,22.44444444,7047171652258661381,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7047171652258661381&n=TIKTOK&tl0=profiles,0.03173428522,Sydjyllands Storkreds,K,20221026
Sofie Lippert ,SF,22900,763,0.1314360607,0.004379288833,2,30600,680,20,1,22,28,702,5,6820400317084664837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6820400317084664837&n=TIKTOK&tl0=profiles,0.03065502183,Østjyllands Storkreds,K,20221026
Karina Lorentzen Dehnhardt,SF,21443,1677,0.05139788612,0.01318036717,4,31800,556,43,3,60,-3,603,15.33333333,6829188372150895621,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6829188372150895621&n=TIKTOK&tl0=profiles,0.02812106515,Sydjyllands Storkreds,K,20221026
Halima El Abassi,Socialdemokratiet,20420,1066,0.1333924783,0.04406280049,21,1898,815,66,16,49,109,902,26.25,7011630732523521029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7011630732523521029&n=TIKTOK&tl0=profiles,0.04417238002,Københavns Storkreds,K,20221026
Daniel Tomicic,Frie Grønne,20269,404,0.3801162482,0.01281894582,63,7680,972,32,2,23,39,1067,37,6828284661024113669,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6828284661024113669&n=TIKTOK&tl0=profiles,0.05264196556,Københavns Storkreds,M,20221026
Steffen Sjørslev,Liberal Alliance,19483,363,0.1403653305,0.007682404821,6,9066,325,10,3,25,24,341,7.666666667,7043850516993360902,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7043850516993360902&n=TIKTOK&tl0=profiles,0.01750243802,Nordsjællands Storkreds,M,20221026
Emil Samaras ,Enhedslisten,17200,299,0.1730407524,0.01452643983,6,3275,261,90,5,38,21,357,41,7125302595979920390,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125302595979920390&n=TIKTOK&tl0=profiles,0.02075581395,Københavns Storkreds,M,20221026
Steffen Larsen,Liberal Alliance,16900,605,0.2339810924,0.00753169907,1,2793,887,3,1,9,269,891,13,7041610547934938118,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7041610547934938118&n=TIKTOK&tl0=profiles,0.05272189349,Københavns Omegns Storkreds,M,20221026
Rishigeshan Balachandran,Frie Grønne,16264,298,0.344644684,0.02267075865,21,7308,579,86,3,23,30,686,40,7100270896913105925,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100270896913105925&n=TIKTOK&tl0=profiles,0.04217904575,Nordsjællands Storkreds,M,20221026
Mads Olesen,SF,15987,1157,0.07714405894,0.04123929893,14,40100,520,82,6,136,27,616,13,7085790024892974086,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7085790024892974086&n=TIKTOK&tl0=profiles,0.03853130669,,,20221026
Nicola Emily Larsen,Konservative,14998,584,0.1878772636,0.01379359227,4,13000,663,86,2,33,26,753,28.5,7082979087409759237,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082979087409759237&n=TIKTOK&tl0=profiles,0.05020669423,Københavns Storkreds,K,20221026
Ellen Emilie Mindegaard-Müllertz,Moderaterne,13968,9865,0.007456415762,0.01944481898,5,102200,423,7,6,38,3401,435,25.33333333,7002104883441517574,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7002104883441517574&n=TIKTOK&tl0=profiles,0.03114261168,Københavns Storkreds,,20221026
Yadvinder Singh,Frie Grønne,13106,720,0.09367146885,0.02702827079,5,14400,431,31,6,42,17,467,51.33333333,7070578549622670341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7070578549622670341&n=TIKTOK&tl0=profiles,0.03563253472,Sjællands Storkreds,M,20221026
Jens Meilvang,Liberal Alliance,12232,11700,0.01912951034,0.03720628928,1,8823,1550,9,4,41,100,1560,15.5,6995251258723156998,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6995251258723156998&n=TIKTOK&tl0=profiles,0.1275343362,Østjyllands Storkreds,M,20221026
Frederik Bloch Münster,Konservative,11443,124,0.09541041396,0.005379657836,2,614,75,2,3,13,12,79,7,7118781727687263237,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118781727687263237&n=TIKTOK&tl0=profiles,0.006903783973,Sydjyllands Storkreds,M,20221026
Niels Peder Ravn,Nye Borgerlige,11341,104,0.3359997845,0.009193822034,8,321,225,10,2,7,4,243,94,7091130357403091974,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091130357403091974&n=TIKTOK&tl0=profiles,0.02142668195,Københavns Storkreds,M,20221026
Frederik Grünfeld,Liberal Alliance,10885,101,0.6538617773,0.01901065449,15,604,320,10,7,15,53,345,25.42857143,7129600035281601542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129600035281601542&n=TIKTOK&tl0=profiles,0.03169499311,Sjællands Storkreds,,20221026
Christina Sade Olumeko,Alternativet,10341,172,0.4037267081,0.006285659027,4,1456,443,8,2,15,18,455,6.5,7107772229865964549,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7107772229865964549&n=TIKTOK&tl0=profiles,0.04399961319,Københavns Storkreds,K,20221026
Michael Monberg,Alternativet,9983,626,0.07707759358,0.013427028,17,10800,228,55,4,15,32,300,23,6829232919930258438,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6829232919930258438&n=TIKTOK&tl0=profiles,0.03005108685,Sjællands Storkreds,,20221026
Rajesh Holmen,Frie Grønne,9975,188,0.1510420568,0.008396872586,2,2101,156,31,10,68,24,189,19.6,7109934982856131589,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109934982856131589&n=TIKTOK&tl0=profiles,0.01894736842,Københavns Storkreds,M,20221026
Ammar Ali,Moderaterne,8817,92,0.3124282846,0.01229044145,9,902,153,8,5,46,24,170,70.2,7129591282527814662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129591282527814662&n=TIKTOK&tl0=profiles,0.01928093456,Københavns Omegns Storkreds,K,20221026
Zenia Stampe,Radikale Venstre,8662,310,0.1196428771,0.008141996867,2,1822,205,43,2,11,33,250,13.5,7127573755999618054,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7127573755999618054&n=TIKTOK&tl0=profiles,0.02886169476,Sjællands Storkreds,K,20221026
Enhedslisten,Enhedslisten,7973,3948,0.02682336257,0.02517111842,2,90700,712,26,2,34,17,740,20.5,6932199707230635014,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6932199707230635014&n=TIKTOK&tl0=profiles,0.0928132447,,,20221026
Charlotte Broman Mølbæk,SF,7442,140,0.6869378521,0.04225003975,36,1683,574,39,3,16,12,649,33,7135047423466603526,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135047423466603526&n=TIKTOK&tl0=profiles,0.08720773985,Østjyllands Storkreds,K,20221026
Lucas Olsgaard,Moderaterne,6899,293,0.09234001356,0.01752156494,2,9239,156,29,6,125,7,187,48.5,7077126865735910405,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7077126865735910405&n=TIKTOK&tl0=profiles,0.02710537759,Københavns Omegns Storkreds,M,20221026
Maria Katarina Nielsen,Radikale Venstre,6724,43,0.3641250034,0.01205326181,3,811,97,6,4,18,2,106,20.25,7129442061267190790,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129442061267190790&n=TIKTOK&tl0=profiles,0.01576442594,Nordsjællands Storkreds,K,20221026
Niels Kristian Larsen,SF,6247,302,0.1823113554,0.01692661922,3,4525,294,68,2,20,33,365,31,6808253941235860486,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808253941235860486&n=TIKTOK&tl0=profiles,0.05842804546,Vestjyllands Storkreds,M,20221026
Lean Milo,Moderaterne,6028,67,0.3055993231,0.02716178554,2,277,131,4,16,38,7,137,34.875,7135735241432253445,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135735241432253445&n=TIKTOK&tl0=profiles,0.02272727273,Københavns Storkreds,M,20221026
Thomas Elong,Venstre ,5777,171,0.1675046365,0.02982352189,6,1234,176,10,7,44,29,192,11.28571429,7144832683909317637,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144832683909317637&n=TIKTOK&tl0=profiles,0.03323524321,Nordsjællands Storkreds,,20221026
Anna Thusgård,Socialdemokratiet,5265,103,0.1381891936,0.00667261516,3,576,89,0,2,10,15,92,20,7060508639254070278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7060508639254070278&n=TIKTOK&tl0=profiles,0.01747388414,Østjyllands Storkreds,K,20221026
Marianne Karlberg,Frie Grønne,5111,278,0.07818977719,0.01254987849,1,13300,136,12,2,13,16,149,17.5,7135807500985779206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135807500985779206&n=TIKTOK&tl0=profiles,0.02915280767,Sydjyllands Storkreds,K,20221026
Malene Grandjean,Venstre ,4987,172,0.09738838493,0.01331379784,3,662,106,3,4,43,26,112,18.5,7033492638126146565,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7033492638126146565&n=TIKTOK&tl0=profiles,0.02245839182,Sjællands Storkreds,K,20221026
Freja Fokdal,Radikale Venstre,4756,2696,0.008420645016,0.01068979976,3,97600,152,4,2,151,4,159,16.5,6798963806716838917,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6798963806716838917&n=TIKTOK&tl0=profiles,0.033431455,Sjællands Storkreds,K,20221026
Klaus Bondam,Radikale Venstre,3446,104,0.0695970696,0.01581857585,1,150,45,4,6,16,10,50,31.5,7133565516417549318,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7133565516417549318&n=TIKTOK&tl0=profiles,0.01450957632,Københavns Storkreds,M,20221026
Esat Sentürk,Radikale Venstre,3095,200,0.0266955267,0.003900712622,3,1091,29,5,3,19,4,37,12.33333333,7136503252066157573,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7136503252066157573&n=TIKTOK&tl0=profiles,0.01195476575,Københavns Omegns Storkreds,M,20221026
Jeanne Bergmansen,SF,2934,163,0.1116270762,0.02018468939,0,1413,116,7,7,86,17,123,22.85714286,7076738051074900998,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076738051074900998&n=TIKTOK&tl0=profiles,0.04192229039,Sjællands Storkreds,K,20221026
Michael Hertz,Moderaterne,2646,102,0.206628449,0.03877336575,0,226,135,3,7,20,10,138,47.71428571,6977398619797570566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6977398619797570566&n=TIKTOK&tl0=profiles,0.05215419501,Københavns Omegns Storkreds,M,20221026
Line Krogh Lay,Radikale Venstre,2629,298,0.07885434516,0.03727893157,1,2996,158,5,4,38,3,164,34.75,6914041263709832197,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6914041263709832197&n=TIKTOK&tl0=profiles,0.06238113351,Sjællands Storkreds,K,20221026
Helle Laursen Petersen,Konservative,2581,111,0.1088943686,0.02104669026,0,659,77,3,4,25,9,80,20.5,7136799396591076357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7136799396591076357&n=TIKTOK&tl0=profiles,0.03099573809,Sjællands Storkreds,K,20221026
Louise Lingren Louring,Venstre ,2480,346,0.03297266836,0.008688914645,2,1285,64,9,3,30,32,75,44.33333333,7146332391137100806,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146332391137100806&n=TIKTOK&tl0=profiles,0.03024193548,Østjyllands Storkreds,,20221026
Rikke Norlyk,Konservative,2423,44,0.2857142857,0.004598785449,29,222,49,0,1,8,13,78,9,7093097654704489478,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7093097654704489478&n=TIKTOK&tl0=profiles,0.03219149814,Sydjyllands Storkreds,,20221026
Betina Kastbjerg,Danmarksdemokraterne,2418,11,0.6883116883,0.006533033583,6,37,42,5,2,2,5,53,16,7129847530422813702,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129847530422813702&n=TIKTOK&tl0=profiles,0.02191894127,Vestjyllands Storkreds,,20221026
Karsten Byrgesen,Nye Borgerlige,2250,34,0.3597689076,0.01153751069,2,107,78,2,3,7,11,82,70,7131992909088834565,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7131992909088834565&n=TIKTOK&tl0=profiles,0.03644444444,Sydjyllands Storkreds,M,20221026
Anne Honoré Østergaard,Venstre ,2109,120,0.04880952381,0.002777213304,0,632,39,2,1,8,29,41,32,7091373097719481350,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091373097719481350&n=TIKTOK&tl0=profiles,0.01944049312,Nordjyllands Storkreds,K,20221026
Brigitte Klintskov Jerkel,Konservative,2088,180,0.1208756598,0.02898132813,1,557,145,5,6,22,11,151,38,7061630983610893318,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7061630983610893318&n=TIKTOK&tl0=profiles,0.07231800766,Sjællands Storkreds,K,20221026
Jacob Netteberg,Radikale Venstre,2042,64,0.2574860974,0.04651894781,1,271,98,9,7,36,9,108,37.85714286,6817679944002388998,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817679944002388998&n=TIKTOK&tl0=profiles,0.05288932419,Nordsjællands Storkreds,M,20221026
Magnus Von Dreiager,Konservative,1962,180,0.119047619,0.01092179991,4,1018,143,3,1,4,7,150,150,7088528065630798853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7088528065630798853&n=TIKTOK&tl0=profiles,0.07645259939,Københavns Omegns Storkreds,M,20221026
Asham Agha Nadeem,Frie Grønne,1811,3651,0.002594543596,0.005206279088,2,121500,59,5,1,23,16,66,25,6760638649496683525,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6760638649496683525&n=TIKTOK&tl0=profiles,0.03644395362,Københavns Omegns Storkreds,M,20221026
Anders Krøyer,Konservative,1789,105,0.1480879731,0.03444273303,1,1222,104,2,5,23,2,107,50.2,7137338468489839621,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7137338468489839621&n=TIKTOK&tl0=profiles,0.05980994969,Københavns Storkreds,M,20221026
Rosa Eriksen,Moderaterne,1768,260,0.02962637363,0.008527572693,1,1728,50,2,2,43,13,53,38,6814076821329888262,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6814076821329888262&n=TIKTOK&tl0=profiles,0.02997737557,Fyns Storkreds,M,20221026
Mia Tang,Konservative,1765,314,0.02226345083,0.003885066775,0,2941,45,3,1,21,15,48,55,7076148782341522437,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076148782341522437&n=TIKTOK&tl0=profiles,0.02719546742,Nordjyllands Storkreds,K,20221026
Claus Bøgh Svenningsen,Nye Borgerlige,1694,48,0.2252886003,0.01915842535,2,91,68,2,3,5,11,72,22.33333333,6908874522196837381,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6908874522196837381&n=TIKTOK&tl0=profiles,0.04250295159,Københavns Omegns Storkreds,M,20221026
Camillo Krog,Konservative,1581,64,0.146310832,0.01264062204,1,213,63,2,2,13,3,66,47,7074931412352910342,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7074931412352910342&n=TIKTOK&tl0=profiles,0.04174573055,Sjællands Storkreds,K,20221026
Nikoline Erbs Hillers-Bendtsen,Alternativet,1545,305,0.03986710963,0.007766990291,0,3985,80,4,1,22,12,84,96,87719077644783616,https://www.fanpagekarma.com/discovery?view=PROFILES&id=87719077644783616&n=TIKTOK&tl0=profiles,0.05436893204,Østjyllands Storkreds,K,20221026
Karin B Nissen,SF,1433,105,0.1532467879,0.03215030538,4,419,106,1,6,31,7,111,15.5,7107990840211899397,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7107990840211899397&n=TIKTOK&tl0=profiles,0.07745987439,Sydjyllands Storkreds,K,20221026
Alternativet,Alternativet,1418,543,0.02152641879,0.007757404795,2,1831,67,8,1,8,108,77,16,7138325907227722757,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7138325907227722757&n=TIKTOK&tl0=profiles,0.05430183357,,,20221026
Stefan Rundstrøm,Enhedslisten,1417,536,0.0171044856,0.01223730725,0,14000,56,8,2,44,10,64,10.5,6532077461188902913,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6532077461188902913&n=TIKTOK&tl0=profiles,0.04516584333,Københavns Omegns Storkreds,,20221026
Mira Issa Bloch,Alternativet,1185,35,0.2605042017,0.007474382158,0,55,61,1,2,4,3,62,33,6847165125147280389,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6847165125147280389&n=TIKTOK&tl0=profiles,0.05232067511,Østjyllands Storkreds,,20221026
Marina Andersen,Moderaterne,1183,40,0.175965251,0.01418350718,0,82,46,1,2,4,4,47,13.5,7135000472469636101,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135000472469636101&n=TIKTOK&tl0=profiles,0.03972950127,Københavns Storkreds,M,20221026
Mohamed Abdikarim,Frie Grønne,1147,7876,7.44E-04,0.01012891097,1,45700,38,2,2,227,7,41,12,6683542085570806790,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6683542085570806790&n=TIKTOK&tl0=profiles,0.03574542284,Østjyllands Storkreds,M,20221026
Sofie Falck Villadsen,SF,1145,309,0.01652139896,0.008698753347,0,10400,35,0,2,27,13,35,17,6973568437398504454,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6973568437398504454&n=TIKTOK&tl0=profiles,0.03056768559,Københavns Omegns Storkreds,K,20221026
Steen Holm Iversen,Konservative,1119,37,0.2129402129,0.01331170079,1,139,51,0,4,14,5,52,30,7050510663681623045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7050510663681623045&n=TIKTOK&tl0=profiles,0.04647006256,Sydjyllands Storkreds,M,20221026
Melina Andersen,SF,1004,23,0.04968944099,0.001138303927,0,20,8,0,1,3,2,8,7,7146153955624846341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146153955624846341&n=TIKTOK&tl0=profiles,0.00796812749,Nordjyllands Storkreds,,20221026
