Navn,Parti,Afspilninger,Fans,Engagement,Reaktioner per afspilning,Delinger,Profile Likes,Likes,Kommentarer,Antal opslag,Profile Videos count (overall),Følgerudvikling,Totalt antal interaktioner,Video length in s (average),Profile-ID,Link,Interaktioner per afspilning,Storkreds,Køn,Uge
Lars Corvinius Olesen,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6835670234625606662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6835670234625606662&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220920
Sandra Elisabeth Skalvig,Liberal Alliance,0,11,0,0,0,0,0,0,0,0,0,0,0,7101993106031182853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101993106031182853&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220920
Anne Honoré Østergaard,Venstre ,0,37,0.00E+00,0,0,215,0,0,0,3,1,0,0,7091373097719481350,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091373097719481350&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220920
Anne Valentina Berthelsen,SF,0,91,0,0,0,680,0,0,0,7,4,0,0,7058160981087781893,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058160981087781893&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220920
Susan Kronborg,Radikale Venstre,0,5,0.00E+00,0,0,0,0,0,0,0,0,0,0,6992657143825761286,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6992657143825761286&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220920
Clara Wolf,Alternativet,0,29,0,0,0,16,0,0,0,1,8,0,0,7054634556058403845,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7054634556058403845&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220920
Rosa Eriksen,Moderaterne,0,188,0,0,0,1396,0,0,0,28,6,0,0,6814076821329888262,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6814076821329888262&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20220920
Carsten Andersen,Liberal Alliance,0,440,0,0,0,6528,0,0,0,22,107,0,0,6959278781518906373,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6959278781518906373&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220920
Lars Boje Mathiesen,Nye Borgerlige,0,43,0,0,0,18,0,0,0,1,2,0,0,6706164864933774341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6706164864933774341&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20220920
Magnus Von Dreiager,Konservative,0,161,0,0,0,920,0,0,0,3,4,0,0,7088528065630798853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7088528065630798853&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220920
Rune Bønnelykke,Nye Borgerlige,0,2,0,0,0,5,0,0,0,1,0,0,0,7112696211584877573,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7112696211584877573&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220920
Sólbjørg Jakobsen,Liberal Alliance,0,56,0,0.00E+00,0,17,0,0,0,1,3,0,0,6817376005268964357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817376005268964357&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220920
Helene Liliendahl Brydensholt,Alternativet,0,24,0,0,0,65,0,0,0,1,2,0,0,7118995779134161926,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118995779134161926&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20220920
Svend Stein Olsen,Liberal Alliance,0,40,0,0.00E+00,0,0,0,0,0,0,0,0,0,6890899542423061510,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6890899542423061510&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20220920
Sabrina Christiansen Broch,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,7135538510404256774,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135538510404256774&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20220920
Thomas Vedsted Rothman,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,7146189097168897029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146189097168897029&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20220920
Nicolai Sandager,Liberal Alliance,0,73,0,0,0,207,0,0,0,8,0,0,0,7042409534522590213,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7042409534522590213&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220920
Anna Thusgård,Socialdemokratiet,0,26,0,0,0,74,0,0,0,2,2,0,0,7060508639254070278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7060508639254070278&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220920
Dansk Folkepartis Ungdom,Dansk Folkeparti,0,1242,0,0,0,13900,0,0,0,18,4,0,0,7015602857539175429,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7015602857539175429&n=TIKTOK&tl0=profiles,,,,20220920
Niels Peder Ravn,Nye Borgerlige,0,73,0,0,0,48,0,0,0,1,0,0,0,7091130357403091974,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091130357403091974&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220920
Malte Jäger,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,6889899921324819462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6889899921324819462&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20220920
Betina Kastbjerg,Danmarksdemokraterne,0,,0,0,0,,0,0,0,,,0,0,7129847530422813702,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129847530422813702&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20220920
Noah Reinert Sturis,Alternativet,0,,0.00E+00,0,0,,0,0,0,,,0,0,6909703094159426566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6909703094159426566&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220920
Githa Nelander,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,7141691570097751046,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141691570097751046&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220920
Theresa Berg Andersen,SF,0,,0.00E+00,0,0,,0,0,0,,,0,0,6791476804010083334,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6791476804010083334&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220920
Claus Bøgh Svenningsen,Nye Borgerlige,0,27,0,0,0,0,0,0,0,0,5,0,0,6908874522196837381,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6908874522196837381&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220920
Emil Samaras ,Enhedslisten,0,207,0,0,0,1562,0,0,0,25,2,0,0,7125302595979920390,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125302595979920390&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220920
Michael Rachlin,Radikale Venstre,0,89,0,0,0,0,0,0,0,0,0,0,0,7100461766391514117,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100461766391514117&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220920
Freya Luna,Moderaterne,0,,0,0,0,,0,0,0,,,0,0,158754325798772736,https://www.fanpagekarma.com/discovery?view=PROFILES&id=158754325798772736&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20220920
Tobias Grotkjær,Moderaterne,0,85,0,0,0,0,0,0,0,0,6,0,0,7100915612511978501,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100915612511978501&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20220920
Astrid Vang Hansen,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,7109476556850611206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109476556850611206&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220920
Pia Thorsen,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,6761056369707156486,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6761056369707156486&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220920
Nikoline Linnemann Prehn,Socialdemokratiet,0,33,0,0,0,0,0,0,0,0,4,0,0,7111250960077063173,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7111250960077063173&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220920
Marianne Porsborg,Liberal Alliance,0,,0,0,0,,0,0,0,,,0,0,7148400425018950662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148400425018950662&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20220920
Rebecca Marie Johansson,Radikale Venstre,0,150,0,0,0,39,0,0,0,2,2,0,0,8448405,https://www.fanpagekarma.com/discovery?view=PROFILES&id=8448405&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220920
Henrik Vindfeldt,Alternativet,0,139,0,0,0,1031,0,0,0,10,0,0,0,6820350388744700934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6820350388744700934&n=TIKTOK&tl0=profiles,,NA,M,20220920
Morten Messerschmidt,Dansk Folkeparti,0,375,0,0,0,654,0,0,0,6,53,0,0,7073363296087688197,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7073363296087688197&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220920
FINN ANDERSEN,Kristendemokraterne,0,17,0,0,0,13,0,0,0,2,0,0,0,7066461378228126726,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7066461378228126726&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220920
Tina Lund Sørensen,Venstre ,0,25,0,0,0,172,0,0,0,1,1,0,0,7139183583684527109,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139183583684527109&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220920
Ole Birk Olesen,Liberal Alliance,0,1609,0,0,0,14000,0,0,0,18,8,0,0,7034196579150300166,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7034196579150300166&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220920
Alex Vanopslagh,Liberal Alliance,0,12700,0,0,0,28200,0,0,0,5,300,0,0,6822169475418326022,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6822169475418326022&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20220920
Andreas Karlsen,Konservative,0,123,0,0,0,135,0,0,0,1,3,0,0,6707900828898870277,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6707900828898870277&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220920
Dan Foss Kragh,Konservative,0,,0,0,0,,0,0,0,,,0,0,7082310736424305670,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082310736424305670&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20220920
Maja Torp,Venstre ,0,54,0,0,0,0,0,0,0,0,5,0,0,7109084575787992069,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109084575787992069&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220920
Marianne Bigum,SF,0,20,0,0,0,14,0,0,0,6,2,0,0,7104355129516672005,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7104355129516672005&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,M,20220920
Lars Bregnbak,Danmarksdemokraterne,0,,0,0,0,,0,0,0,,,0,0,7058900806833308677,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058900806833308677&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20220920
Steffen Sjørslev,Liberal Alliance,0,119,0,0,0,1662,0,0,0,12,2,0,0,7043850516993360902,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7043850516993360902&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,M,20220920
Christoffer Emil Jexen,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,7129941580178146310,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129941580178146310&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20220920
Michael Hertz,Moderaterne,0,56,0,0,0,26,0,0,0,6,5,0,0,6977398619797570566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6977398619797570566&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220920
Nye Borgerlige,Nye Borgerlige,0,775,0,0,0,6275,0,0,0,6,7,0,0,7076027611050378246,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076027611050378246&n=TIKTOK&tl0=profiles,,,,20220920
Frederik Grünfeld,Liberal Alliance,0,,0,0,0,,0,0,0,,,0,0,7129600035281601542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129600035281601542&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220920
Tom Andkjær,Nye Borgerlige,0,184,0,0,0,134,0,0,0,19,0,0,0,83753309089521664,https://www.fanpagekarma.com/discovery?view=PROFILES&id=83753309089521664&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220920
Claus Jørgensen,SF,0,,0,0,0,,0,0,0,,,0,0,7139821076783891462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139821076783891462&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220920
Halime Oguz,SF,0,23,0,0,0,0,0,0,0,0,1,0,0,7085062708260979718,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7085062708260979718&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220920
Marianne Karlberg,Frie Grønne,0,212,0,0,0,12600,0,0,0,5,7,0,0,7135807500985779206,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135807500985779206&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,K,20220920
Lean Milo,Moderaterne,0,27,0,0,0,36,0,0,0,9,6,0,0,7135735241432253445,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135735241432253445&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220920
Hans Andersen,Venstre ,0,19,0,0,0,31,0,0,0,1,5,0,0,7139478669806978053,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139478669806978053&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,M,20220920
Steffen Holme Helledie,Radikale Venstre,0,22,0,0,0,0,0,0,0,0,2,0,0,7075988139052073990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7075988139052073990&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,M,20220920
Miralem Garagic ,Enhedslisten,0,13,0,0,0,17,0,0,0,0,0,0,0,7053765009491248134,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7053765009491248134&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220920
Henriette Søvind,Konservative,0,58,0,0,0,0,0,0,0,0,13,0,0,7117678255969633285,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7117678255969633285&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,K,20220920
Tilde Holch Duedahl,Venstre ,0,11,0,0,0,16,0,0,0,1,0,0,0,7104008327097746437,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7104008327097746437&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,K,20220920
Steffen Larsen,Liberal Alliance,0,134,0,0,0,185,0,0,0,2,2,0,0,7041610547934938118,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7041610547934938118&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220920
Dennis Flydtkjær,Danmarksdemokraterne,0,14,0,0,0,85,0,0,0,2,0,0,0,6859794938125796357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6859794938125796357&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20220920
David Dam Jensen,SF,0,92,0,0,0,532,0,0,0,4,4,0,0,6748011671647945734,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6748011671647945734&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220920
Hediye Temiz,Radikale Venstre,0,823,0,0,0,6525,0,0,0,10,-2,0,0,6809005736442610694,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6809005736442610694&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220920
Sabine Nicoline Lyngberg,Dansk Folkeparti,0,3,0,0,0,0,0,0,0,0,,0,0,7018520565506966533,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7018520565506966533&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,K,20220920
Susanne Damsgaard,Dansk Folkeparti,0,14,0,0,0,23,0,0,0,1,0,0,0,7029332563635700742,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7029332563635700742&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220920
Jonas Hulgaard Ammundsen,SF,0,,0,0,0,,0,0,0,,,0,0,6811064219212514309,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6811064219212514309&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20220920
Karsten Byrgesen,Nye Borgerlige,0,0,0,0,0,0,0,0,0,0,0,0,0,7131992909088834565,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7131992909088834565&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220920
Camillo Krog,Konservative,0,53,0,0,0,103,0,0,0,8,0,0,0,7074931412352910342,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7074931412352910342&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220920
Clara Halvorsen,Radikale Venstre,0,189,0,0,0,1150,0,0,0,17,13,0,0,7125797508358308870,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7125797508358308870&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220920
Malene Ingwersen,Enhedslisten,0,16,0,0,0,0,0,0,0,0,0,0,0,6737273588393444358,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6737273588393444358&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220920
Helle Bonnesen,Konservative,0,,0,0,0,,0,0,0,,,0,0,7102821853895721990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102821853895721990&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220920
Siff Tang Lassen,Konservative,0,185,0,0,0,1204,0,0,0,20,3,0,0,6926222618236716037,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6926222618236716037&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20220920
Louise Lingren Louring,Venstre ,0,,0,0,0,,0,0,0,,,0,0,7146332391137100806,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146332391137100806&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20220920
Rikke Norlyk,Konservative,0,,0,0,0,,0,0,0,,,0,0,7093097654704489478,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7093097654704489478&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20220920
Marie Bjerre,Venstre ,0,100,0,0,0,167,0,0,0,3,7,0,0,7110483086349386758,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110483086349386758&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220920
Katrine Daugaard,Liberal Alliance,0,114,0,0,0,55,0,0,0,2,5,0,0,7110950124852249605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110950124852249605&n=TIKTOK&tl0=profiles,,Fyns Storkreds,K,20220920
Emma Juul Hansen,Konservative,0,262,0,0,0,2828,0,0,0,5,6,0,0,7097271673482003462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7097271673482003462&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20220920
Michael Monberg,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6829232919930258438,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6829232919930258438&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220920
Alexander Klitgaard Mikkelsen,Konservative,0,,0,0,0,,0,0,0,,,0,0,6972807697470145541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6972807697470145541&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220920
Mira Issa Bloch,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6847165125147280389,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6847165125147280389&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20220920
Nikolaj Gam Pedersen,Moderaterne,0,,0,0,0,,0,0,0,,,0,0,7146187415362896901,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146187415362896901&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20220920
Jakob Ellemann-Jensen,Venstre ,0,,0,0,0,,0,0,0,,,0,0,7148380785120592901,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7148380785120592901&n=TIKTOK&tl0=profiles,,,,20220920
Mai Mercado,Konservative,0,,0,0,0,,0,0,0,,,0,0,7140235828483638278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7140235828483638278&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20220920
Anne Rasmussen,Venstre ,0,18,0,0,0,0,0,0,0,0,0,0,0,7024426463257822214,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7024426463257822214&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220920
Nicklas Hakmann Petersen,Alternativet,0,70,0,0,0,180,0,0,0,5,5,0,0,6889753978478363653,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6889753978478363653&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220920
Annette Juhler Kjær,Konservative,0,,0,0,0,,0,0,0,,,0,0,7052043224550884358,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7052043224550884358&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220920
Liberal Alliance,Liberal Alliance,1683400,31300,0.6173644377,0.03358026287,2697,520500,127210,1003,6,71,2600,130910,28.5,6919441762524185605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6919441762524185605&n=TIKTOK&tl0=profiles,0.07776523702,,,20220927
Rosa Lund,Enhedslisten,1340900,4634,2.302768707,0.03327584696,2059,100000,64381,1437,5,75,851,67877,36.2,7053976672089867269,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7053976672089867269&n=TIKTOK&tl0=profiles,0.05062047878,Københavns Storkreds,K,20220927
Mai Villadsen,Enhedslisten,931400,5468,2.454077892,0.04412991328,3418,86100,71433,3117,5,23,2360,77968,36,7135450646009938949,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135450646009938949&n=TIKTOK&tl0=profiles,0.08371054327,,,20220927
Mai Mercado,Konservative,404011,232,16.47294443,0.01182179038,108,1479,13968,226,4,4,,14302,7.5,7140235828483638278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7140235828483638278&n=TIKTOK&tl0=profiles,0.03540002624,Fyns Storkreds,,20220927
Lars Løkke Rasmussen,Moderaterne,216100,705,2.129446824,0.01637811214,175,1626,9281,127,3,5,,9583,12.33333333,7146928677090493446,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146928677090493446&n=TIKTOK&tl0=profiles,0.04434521055,Sjællands Storkreds,,20220927
Erick Thürmer,Moderaterne,181999,10900,0.07539017575,0.02898521941,50,45100,5554,81,6,68,500,5685,130.1666667,6982821061944624134,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6982821061944624134&n=TIKTOK&tl0=profiles,0.03123643537,Nordsjællands Storkreds,M,20220927
