Sidenavn;Codename;URL;Total Interactions;Likes;Comments;Shares;Owned Post Views;Owned Views from Shares;Owned Total Views;Percentage Views from Owned Posts;Views on Shared Posts;Views While Live;Video Time;3-Min+ Videos;Loves;Wows;Hahas;Sads;Angrys;Cares;All Reactions;All Interaction Rate;Total Posts;Posts Per Day;Page Likes;Page Growth;Page Growth %;Page Followers;Page Follower Growth;Page Follower Growth %;Parti;Link;Politiker eller Partiside;Køn;Profil eller side;Kategori;Partileder;FTV kandidat;Month;Måned;Totale interaktioner per post;Kommentarer per post;Delinger per post;Videovisninger per videoopslag;Angry per post;Love per post;Reaktioner per post;Blok
René Christensen - Dansk Folkeparti;ReneChristensenDF;https://www.facebook.com/183312979158588;759;427;158;156;0;0;0;0%;0;0;0;0;4;6;4;0;2;2;445;5,66%;8;0;1677;35;2%;1766;42;2%;Dansk Folkeparti;https://www,facebook,com/183312979158588;Politiker;Mand;Side;MF'ere;;;20210315;202103;95;20;20;0;0;1;56;Blå blok
Peter Kofod - Dansk Folkeparti;peterkofodEU;https://www.facebook.com/337897239700571;19366;10584;1548;5961;65643;82183;147826;44%;0;0;5;1;242;67;33;28;888;15;11857;13,39%;6;0;24142;78;0,32%;26342;165;0,63%;Dansk Folkeparti;https://www,facebook,com/337897239700571;Politiker;Mand;Side;MEP'ere;;;20210315;202103;3228;258;994;32822;148;40;1976;Blå blok
Dansk Folkeparti;danskfolkeparti;https://www.facebook.com/520449347983427;140987;72171;20246;16770;273183;54396;327579;83%;0;763;28;3;4211;190;1593;355;25221;230;103971;2,45%;55;2;104862;98;0,09%;105379;125;0%;Dansk Folkeparti;https://www,facebook,com/520449347983427;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;2563;368;305;16070;459;77;1890;Blå blok
Kristian Thulesen Dahl;KristianThulesenDahlDF;https://www.facebook.com/531761723507375;98218;55672;21801;7183;317058;41913;358971;88%;5033;287;7;0;1788;364;1623;433;8914;440;69234;3,69%;36;1;73937;194;0%;76204;287;0%;Dansk Folkeparti;https://www,facebook,com/531761723507375;Politiker;Mand;Side;MF'ere;;;20210315;202103;2728;606;200;45294;248;50;1923;Blå blok
Hans Kristian Skibby;hans.skibby;https://www.facebook.com/636371136504546;1161;619;123;292;322;2039;2361;14,00%;1044;0;0;0;11;10;19;22;64;1;746;0,70%;55;2;3003;9;0,30%;3047;12;0%;Dansk Folkeparti;https://www,facebook,com/636371136504546;Politiker;Mand;Side;MF'ere;;;20210315;202103;21;2;5;322;1;0;14;Blå blok
Lise Bech;Lise.Bech.MF;https://www.facebook.com/665462313475794;4455;2626;610;335;0;0;0;0%;389;0;0;0;21;14;103;244;485;17;3510;7,59%;11;0;5374;76;1%;5419;86;2%;Dansk Folkeparti;https://www,facebook,com/665462313475794;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;405;55;30;0;44;2;319;Blå blok
Peter Skaarup;skaarupdf;https://www.facebook.com/691707047549076;138220;69910;26006;11854;15187;10272;25459;60%;0;0;0;0;1187;653;1640;1192;25552;226;100360;2,87%;74;2;64974;-5;-0,01%;63191;-10;-0,02%;Dansk Folkeparti;https://www,facebook,com/691707047549076;Politiker;Mand;Side;MF'ere;;;20210315;202103;1868;351;160;15187;345;16;1356;Blå blok
Mette Hjermind Dencker;MetteHjermindDencker;https://www.facebook.com/1452632708336329;3579;2510;399;227;3432;2263;5695;60%;395;0;2;0;293;15;24;8;48;55;2953;5,96%;15;1;4049;112;2,84%;4226;123;3,00%;Dansk Folkeparti;https://www,facebook,com/1452632708336329;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;239;27;15;1144;3;20;197;Blå blok
Karina Adsbøl;karinaadsboldf;https://www.facebook.com/1546433252297862;1071;572;195;128;798;2233;3031;26%;915;0;1;0;107;2;1;27;12;27;748;2,62%;10;0;4097;14;0%;4273;23;1%;Dansk Folkeparti;https://www,facebook,com/1546433252297862;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;107;20;13;798;1;11;75;Blå blok
Søren Søndergaard;SorenSondergaard.dk;https://www.facebook.com/47908701568;5823;3789;969;303;1886;333;2219;85%;0;0;2;0;138;27;81;106;330;80;4551;1,01%;22;1;26242;-15;-0,06%;25191;-6;-0,02%;Enhedslisten;https://www,facebook,com/47908701568;Politiker;Mand;Side;MF'ere;;;20210315;202103;265;44;14;1886;15;6;207;Rød blok
Enhedslisten;enhedslisten;https://www.facebook.com/223040066022;44306;23319;13051;2062;68373;17426;85799;80%;17684;0;17;2;1585;121;1213;461;2195;299;29193;0,78%;62;2;91982;92;0,10%;91856;163;0,18%;Enhedslisten;https://www,facebook,com/223040066022;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;715;211;33;9768;35;26;471;Rød blok
Henning Hyllested;henning.hyllested;https://www.facebook.com/100255467044528;534;344;62;38;0;0;0;0%;0;0;0;0;5;5;2;14;62;2;434;1,74%;8;0;3801;20;0,53%;3916;36;0,93%;Enhedslisten;https://www,facebook,com/100255467044528;Politiker;Mand;Side;MF'ere;;;20210315;202103;67;8;5;0;8;1;54;Rød blok
Peder Hvelplund;;https://www.facebook.com/107053411258805;1084;799;122;117;0;0;0;0%;0;0;0;0;22;2;11;6;4;1;845;2,68%;9;0;4509;73;2%;5270;80;2%;Enhedslisten;https://www,facebook,com/107053411258805;Politiker;Mand;Side;MF'ere;;;20210315;202103;120;14;13;0;0;2;94;Rød blok
Rosa Lund;RosaLund.dk;https://www.facebook.com/195621950482248;40509;13152;17412;1272;25530;2306;27836;92%;4101;508;5;1;1455;88;955;322;5251;602;21825;8,07%;39;1;13115;504;4%;13590;555;4%;Enhedslisten;https://www,facebook,com/195621950482248;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;1039;446;33;6383;135;37;560;Rød blok
Rasmus Vestergaard Madsen;Rasmusvestergaardmadsen;https://www.facebook.com/196270790402710;961;637;88;146;0;0;0;0%;0;0;0;0;54;1;0;13;18;4;727;3,37%;9;0;3182;81;3%;3223;94;3%;Enhedslisten;https://www,facebook,com/196270790402710;Politiker;Mand;Side;MF'ere;;;20210315;202103;107;10;16;0;2;6;81;Rød blok
Mai Villadsen;Mai.Villadsen.Enhedslisten;https://www.facebook.com/285722315449568;34375;20719;7879;1609;20085;45548;65633;31%;0;0;8;0;2038;49;420;282;872;507;24887;6,88%;35;1;14777;999;7,25%;15942;1207;8,19%;Enhedslisten;https://www,facebook,com/285722315449568;Politiker;Kvinde;Side;MF'ere;Partileder;;20210315;202103;982;225;46;5021;25;58;711;Rød blok
Victoria Velásquez;VictoriaVelasquezEL;https://www.facebook.com/449144595224589;6163;4172;653;516;13482;23717;37199;36%;0;0;34;2;595;13;16;40;16;142;4994;2,52%;28;1;8826;167;1,93%;9236;182;2%;Enhedslisten;https://www,facebook,com/449144595224589;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;220;23;18;1498;1;21;178;Rød blok
Nikolaj Villumsen;nikolaj.villumsen;https://www.facebook.com/529124290474705;16677;11837;1833;884;23645;957;24602;96%;0;0;3;0;1028;49;199;226;484;137;13960;2,08%;31;1;25784;52;0%;26332;70;0%;Enhedslisten;https://www,facebook,com/529124290474705;Politiker;Mand;Side;MEP'ere;;;20210315;202103;538;59;29;7882;16;33;450;Rød blok
Pernille Skipper;pernille.skipper.5;https://www.facebook.com/547840621916967;82483;51013;16647;2727;59433;10556;69989;85%;19494;0;5;1;7190;169;1035;111;2271;1320;63109;3,40%;33;1;73877;949;1,30%;80117;1202;2%;Enhedslisten;https://www,facebook,com/547840621916967;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;2499;504;83;29717;69;218;1912;Rød blok
Rune Lund;runelund.dk;https://www.facebook.com/920392628013629;1152;633;155;225;675;181;856;79%;0;0;7;1;12;15;6;10;95;1;772;3%;17;1;2262;55;2%;2470;67;3%;Enhedslisten;https://www,facebook,com/920392628013629;Politiker;Mand;Side;MF'ere;;;20210315;202103;68;9;13;225;6;1;45;Rød blok
Søren Egge Rasmussen;;https://www.facebook.com/947582238609972;791;596;47;53;0;0;0;0%;0;0;0;0;11;6;0;27;48;3;691;1,42%;26;1;2121;5;0,24%;2161;16;0,75%;Enhedslisten;https://www,facebook,com/947582238609972;Politiker;Mand;Side;MF'ere;;;20210315;202103;30;2;2;0;2;0;27;Rød blok
Christian Juhl;Chr.Juhl1;https://www.facebook.com/966292950121363;1611;1259;125;98;1514;594;2108;72%;0;0;11;1;29;18;1;20;43;18;1388;0,68%;44;1;5298;8;0,15%;5378;16;0,30%;Enhedslisten;https://www,facebook,com/966292950121363;Politiker;Mand;Side;MF'ere;;;20210315;202103;37;3;2;505;1;1;32;Rød blok
Sikandar Siddique;sikandar.siddique.politiker;https://www.facebook.com/103540631705004;17847;8759;5699;837;69330;66707;136037;51%;0;0;71;1;813;40;1267;49;308;75;11311;15,11%;25;1;5379;1321;33%;6074;1560;34,56%;Frie Grønne;https://www,facebook,com/103540631705004;Politiker;Mand;Side;MF'ere;Partileder;;20210315;202103;714;228;33;6303;12;33;452;Rød blok
Frie Grønne - Danmarks Nye Venstrefløjsparti;friegronne;https://www.facebook.com/104695404710124;5951;3503;1448;285;14285;6196;20481;70%;4040;0;6;0;269;11;306;32;82;15;4218;3,19%;42;1;5000;1159;30,17%;5488;1241;29,22%;Frie Grønne;https://www,facebook,com/104695404710124;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;142;34;7;1786;2;6;100;Rød blok
Susanne Zimmer  MF;susanne.zimmer.politiker;https://www.facebook.com/332103627167661;114;88;8;10;574;557;1131;51%;81;0;2;0;6;0;0;0;2;0;96;0,63%;25;1;634;2;0%;679;2;0%;Frie Grønne;https://www,facebook,com/332103627167661;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;5;0;0;144;0;0;4;Rød blok
Det Konservative Folkeparti;Konservative;https://www.facebook.com/39233495912;26480;18180;3580;2880;65295;12440;77735;84%;0;0;7;1;377;154;664;73;534;38;20020;2,66%;23;1;43536;425;0,99%;44739;577;1,31%;Konservative;https://www,facebook,com/39233495912;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;1151;156;125;16324;23;16;870;Blå blok
Per Larsen;stemperlarsen;https://www.facebook.com/129802704387687;15022;5113;1758;7342;2801;5;2806;100%;982;0;0;0;77;64;239;55;358;16;5922;17,09%;20;1;4740;693;17,12%;5028;744;17,37%;Konservative;https://www,facebook,com/129802704387687;Politiker;Mand;Side;MF'ere;;;20210315;202103;751;88;367;1401;18;4;296;Blå blok
Rasmus Jarlov;jarlov;https://www.facebook.com/162843287205735;3671;2552;648;30;7736;726;8462;91%;0;0;10;1;363;9;4;3;5;57;2993;11,04%;3;0;11130;111;1,01%;12055;182;1,53%;Konservative;https://www,facebook,com/162843287205735;Politiker;Mand;Side;MF'ere;;;20210315;202103;1224;216;10;7736;2;121;998;Blå blok
Niels Flemming Hansen;nielsflemminghansen;https://www.facebook.com/177609692660255;4018;3114;460;144;3912;782;4694;83%;0;0;0;0;48;13;76;13;123;27;3414;8,06%;19;1;2716;194;7,69%;2831;211;8,05%;Konservative;https://www,facebook,com/177609692660255;Politiker;Mand;Side;MF'ere;;;20210315;202103;211;24;8;3912;6;3;180;Blå blok
Brigitte Klintskov Jerkel Politiker;BrigitteKlintskovJerkel;https://www.facebook.com/229347797233832;6086;3796;1494;303;0;0;0;0%;0;0;0;0;179;27;66;31;185;5;4289;3,18%;24;1;8002;96;1,21%;7956;90;1%;Konservative;https://www,facebook,com/229347797233832;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;254;62;13;0;8;7;179;Blå blok
Marcus Knuth;MarcusKnuthMF;https://www.facebook.com/291959844520896;16195;10555;3782;752;7658;2527;10185;75%;0;0;0;0;206;78;128;45;601;48;11661;9,73%;9;0;18591;197;1,07%;19810;205;1%;Konservative;https://www,facebook,com/291959844520896;Politiker;Mand;Side;MF'ere;;;20210315;202103;1799;420;84;7658;67;23;1296;Blå blok
Mette Abildgaard;abildgaard.mette;https://www.facebook.com/309867232515766;5224;4014;469;41;0;0;0;0%;0;0;0;0;302;36;13;17;89;243;4714;5%;7;0;14942;28;0%;15226;84;1%;Konservative;https://www,facebook,com/309867232515766;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;746;67;6;0;13;43;673;Blå blok
Birgitte Bergman;BirgitteBergmanPolitiker;https://www.facebook.com/314962322593667;2033;1354;462;66;0;0;0;0%;0;0;0;0;50;5;10;8;70;8;1505;9,70%;17;1;1267;81;6,83%;1459;115;9%;Konservative;https://www,facebook,com/314962322593667;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;120;27;4;0;4;3;89;Blå blok
Mai Mercado;maimercado.dk;https://www.facebook.com/397094903687472;5871;3265;1801;112;0;0;0;0%;0;0;0;0;109;30;325;15;193;21;3958;4%;8;0;18878;151;1%;19244;201;1%;Konservative;https://www,facebook,com/397094903687472;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;734;225;14;0;24;14;495;Blå blok
Egil F. Hulgaard - Politik;egilfh;https://www.facebook.com/566443056754736;439;360;62;5;0;0;0;0%;0;0;0;0;4;1;1;0;3;3;372;6,55%;15;1;452;19;4,39%;473;23;5%;Konservative;https://www,facebook,com/566443056754736;Politiker;Mand;Side;MF'ere;;;20210315;202103;29;4;0;0;0;0;25;Blå blok
Søren Pape Poulsen;SorenPapePoulsen;https://www.facebook.com/952334508116178;149279;101292;32459;6650;160960;36535;197495;82%;0;1848;8;1;1615;879;1450;459;4156;319;110170;9,92%;22;1;70637;4426;6,68%;73614;4927;7%;Konservative;https://www,facebook,com/952334508116178;Politiker;Mand;Side;MF'ere;Partileder;;20210315;202103;6785;1475;302;32192;189;73;5008;Blå blok
Katarina Ammitzbøll;KatarinaAmmitzboll;https://www.facebook.com/1541220236121470;3075;2163;456;109;0;0;0;0%;0;0;0;0;142;14;79;9;37;66;2510;5,65%;23;1;2387;70;3,02%;2516;86;4%;Konservative;https://www,facebook,com/1541220236121470;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;134;20;5;0;2;6;109;Blå blok
Naser Khader;NaserKhaderDanmark;https://www.facebook.com/1995019340791443;30835;18882;6538;1333;0;0;0;0%;11737;0;0;0;300;642;1192;410;1498;40;22964;5,14%;43;1;14081;240;1,73%;43152;70;0%;Konservative;https://www,facebook,com/1995019340791443;Politiker;Mand;Side;MF'ere;;;20210315;202103;717;152;31;0;35;7;534;Blå blok
Mona Juul;JuulMona;https://www.facebook.com/2079067062409423;2481;1948;249;52;629;164;793;79%;0;0;0;0;118;46;8;25;20;15;2180;3,80%;27;1;2414;35;1,47%;2659;75;3%;Konservative;https://www,facebook,com/2079067062409423;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;92;9;2;629;1;4;81;Blå blok
Britt Bager;stembrittbager;https://www.facebook.com/460055244123143;1463;970;337;20;0;0;0;0%;0;0;0;0;99;3;20;4;3;7;1106;10,46%;2;0;7215;454;6,71%;7241;517;8%;Konservative;https://www,facebook,com/460055244123143;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;732;169;10;0;2;50;553;Blå blok
Pernille Weiss;pernilleweiss;https://www.facebook.com/2071183673144991;1494;1041;180;169;6813;11524;18337;37%;414;597;7;0;48;6;25;4;16;5;1145;0,96%;30;1;5138;57;1%;5595;94;2%;Konservative;https://www,facebook,com/2071183673144991;Politiker;Kvinde;Side;MEP'ere;;;20210315;202103;50;6;6;757;1;2;38;Blå blok
Kristendemokraterne;kristendemokraterneDK;https://www.facebook.com/180658048629404;662;498;31;104;314;135;449;70%;1034;376;0;0;24;0;0;1;0;4;527;0,43%;22;1;7047;23;0,33%;7243;32;0%;Kristendemokraterne;https://www,facebook,com/180658048629404;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;30;1;5;314;0;1;24;Blå blok
Liberal Alliance;LiberalAlliance;https://www.facebook.com/106952222676974;27888;19538;3908;1908;17769;2132;19901;89,00%;0;0;3;0;1853;124;285;132;126;14;22072;1,03%;28;1;96660;-66;-0,07%;97094;-70;0%;Liberal Alliance;https://www,facebook,com/106952222676974;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;996;140;68;4442;5;66;788;Blå blok
Ole Birk Olesen;olebirkolesenLA;https://www.facebook.com/538656116640182;15116;11139;2304;366;10365;1983;12348;84%;0;0;10;1;250;71;768;31;184;3;12446;5,27%;29;1;9974;176;1,80%;18536;183;1%;Liberal Alliance;https://www,facebook,com/538656116640182;Politiker;Mand;Side;MF'ere;;;20210315;202103;521;79;13;3455;6;9;429;Blå blok
Alex Vanopslagh;AlexLiberalAlliance;https://www.facebook.com/671022293105597;41250;31430;5801;1853;107130;4369;111499;96%;0;0;0;0;790;36;296;52;904;88;33596;6,97%;9;0;66036;582;0,89%;80400;816;1%;Liberal Alliance;https://www,facebook,com/671022293105597;Politiker;Mand;Side;MF'ere;Partileder;;20210315;202103;4583;645;206;107130;100;88;3733;Blå blok
Jens Rohde;jensrohdedk;https://www.facebook.com/596055947147527;7983;5174;1835;360;0;0;0;0%;0;0;0;0;122;57;134;38;243;20;5788;2,27%;9;0;39081;-35;-0,09%;40147;-33;0%;Løsgænger;https://www,facebook,com/596055947147527;Politiker;Mand;Side;MF'ere;;;20210315;202103;887;204;40;0;27;14;643;Andet
Lars Løkke Rasmussen;larsloekke;https://www.facebook.com/58140803787;39115;29175;5569;2133;112548;5868;118416;95%;0;24417;2;0;658;91;843;40;473;133;31413;1,02%;18;1;213410;366;0,17%;214624;657;0%;Moderaterne;https://www,facebook,com/58140803787;Politiker;Mand;Side;MF'ere;Partileder;;20210315;202103;2173;309;119;28137;26;37;1745;Blå blok
Pernille Vermund;PernilleVermundNB;https://www.facebook.com/113158773469624;246721;172061;41935;10359;479753;104435;584188;82%;0;0;13;3;11228;465;6197;316;3220;940;194427;12,19%;23;1;89080;2181;2,51%;119158;2689;2%;Nye Borgerlige;https://www,facebook,com/113158773469624;Politiker;Kvinde;Side;MF'ere;Partileder;;20210315;202103;10727;1823;450;119938;140;488;8453;Blå blok
Lars Boje Mathiesen;LBMathiesen;https://www.facebook.com/398454550257699;216106;152601;25028;22155;946342;329847;1276189;74%;0;0;20;3;6367;2127;2091;458;4662;617;168923;9,96%;27;1;81370;2008;2,53%;109617;2928;3%;Nye Borgerlige;https://www,facebook,com/398454550257699;Politiker;Mand;Side;MF'ere;;;20210315;202103;8004;927;821;118293;173;236;6256;Blå blok
Nye Borgerlige;nyeborgerlige;https://www.facebook.com/646746285466931;52288;35264;8282;3830;406101;662220;1068321;38%;0;12999;13;2;1980;313;1352;78;1042;147;40176;4,78%;18;1;61264;987;1,64%;71192;1431;2%;Nye Borgerlige;https://www,facebook,com/646746285466931;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;2905;460;213;58014;58;110;2232;Blå blok
Mette Thiesen;mette.thiesen;https://www.facebook.com/718327901589937;127071;94797;13337;9039;763851;59770;823621;93%;0;0;18;2;6755;200;1037;156;990;760;104695;5,94%;33;1;65591;1536;2,40%;72250;1670;2%;Nye Borgerlige;https://www,facebook,com/718327901589937;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;3851;404;274;95481;30;205;3173;Blå blok
Peter Seier Christensen;peterseierchristensen;https://www.facebook.com/1104790642968068;42138;28342;5331;4587;33205;20162;53367;62%;0;0;1;0;407;294;252;198;2691;36;32220;5,76%;20;1;36843;587;1,62%;38318;716;1,90%;Nye Borgerlige;https://www,facebook,com/1104790642968068;Politiker;Mand;Side;MF'ere;;;20210315;202103;2107;267;229;33205;135;20;1611;Blå blok
Radikale Venstre;radikalevenstre;https://www.facebook.com/12458150929;5843;3223;1682;87;9837;1010;10847;91%;6182;0;9;2;318;9;123;41;229;131;4074;0,64%;19;1;47953;11;0,02%;49269;18;0,04%;Radikale Venstre;https://www,facebook,com/12458150929;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;308;89;5;3279;12;17;214;Rød blok
Ruben Kidde;stem.ruben.kidde;https://www.facebook.com/113588132144811;193;143;27;6;0;0;0;0%;0;0;0;0;14;2;0;0;1;0;160;1,42%;5;0;2676;3;0,11%;2762;7;0,25%;Radikale Venstre;https://www,facebook,com/113588132144811;Politiker;Mand;Side;MF'ere;;;20210315;202103;39;5;1;0;0;3;32;Rød blok
Zenia Stampe;zeniastampe;https://www.facebook.com/127344360615074;2618;1748;372;207;0;0;0;0%;0;0;0;0;140;79;24;8;30;10;2039;0,52%;5;0;101427;-210;-0,21%;101469;-200;-0,20%;Radikale Venstre;https://www,facebook,com/127344360615074;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;524;74;41;0;6;28;408;Rød blok
Andreas Steenberg;andreas.steenberg.radikale;https://www.facebook.com/132364993978468;22204;6697;2667;9529;2808;16;2824;99%;0;124;0;0;221;264;139;1188;1059;440;10008;5,81%;21;1;18368;344;1,91%;19289;396;2,10%;Radikale Venstre;https://www,facebook,com/132364993978468;Politiker;Mand;Side;MF'ere;;;20210315;202103;1057;127;454;2808;50;11;477;Rød blok
Sofie Carsten Nielsen;sofiecarstennielsen;https://www.facebook.com/148900938515423;31160;10763;13107;636;9428;153;9581;98%;1580;0;6;1;1016;71;957;128;4278;204;17417;4,75%;26;1;25382;314;1,25%;27707;490;1,80%;Radikale Venstre;https://www,facebook,com/148900938515423;Politiker;Kvinde;Side;MF'ere;Partileder;;20210315;202103;1198;504;24;4714;165;39;670;Rød blok
Anne Sophie Callesen;annesophiecallesen;https://www.facebook.com/190273501371925;220;164;29;3;0;0;0;0%;0;0;0;0;21;1;0;0;0;2;188;6,06%;3;0;1225;42;3,55%;1325;54;4,25%;Radikale Venstre;https://www,facebook,com/190273501371925;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;73;10;1;0;0;7;63;Rød blok
Marianne Jelved;jelved;https://www.facebook.com/237911156252621;344;285;24;15;0;0;0;0,00%;0;0;0;0;19;0;0;0;0;1;305;1,02%;3;0;11148;30;0,27%;11517;37;0,32%;Radikale Venstre;https://www,facebook,com/237911156252621;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;115;8;5;0;0;6;102;Rød blok
Lotte Rod;lotterod;https://www.facebook.com/276817062372351;1001;728;133;47;0;0;0;0%;0;0;0;0;68;3;12;8;0;2;821;0,84%;16;1;7396;16;0%;7639;16;0%;Radikale Venstre;https://www,facebook,com/276817062372351;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;63;8;3;0;0;4;51;Rød blok
Kristian Hegaard;KHegaard;https://www.facebook.com/309352049198824;44875;20628;11642;1571;16656;1134;17790;94%;0;0;2;0;3657;182;2153;296;3020;1726;31662;12,42%;28;1;13850;1903;15,93%;14042;2071;17,30%;Radikale Venstre;https://www,facebook,com/309352049198824;Politiker;Mand;Side;MF'ere;;;20210315;202103;1603;416;56;8328;108;131;1131;Rød blok
Samira Nawa;SAMIRA.NAWA;https://www.facebook.com/348713338478849;10181;7509;1253;94;8814;9701;18515;48%;0;0;4;1;1100;13;55;33;59;65;8834;4,10%;14;0;17744;58;0,33%;18714;76;0,41%;Radikale Venstre;https://www,facebook,com/348713338478849;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;727;90;7;8814;4;79;631;Rød blok
Martin Lidegaard;martin.lidegaard;https://www.facebook.com/447217575331947;16000;11556;2463;458;0;0;0;0%;3214;0;0;0;268;85;835;86;179;70;13079;2,78%;20;1;28883;220;1%;30278;248;1%;Radikale Venstre;https://www,facebook,com/447217575331947;Politiker;Mand;Side;MF'ere;;;20210315;202103;800;123;23;0;9;13;654;Rød blok
Susan Kronborg, Radikale Venstre;SusanKronborgNielsen;https://www.facebook.com/450964118689253;679;406;131;51;1207;23;1230;98%;128;0;6;0;11;16;3;24;26;11;497;2,61%;36;1;708;36;5,36%;776;42;5,72%;Radikale Venstre;https://www,facebook,com/450964118689253;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;19;4;1;151;1;0;14;Rød blok
Stinus Lindgreen - Radikale Venstre;StinusLindgreenRV;https://www.facebook.com/519677024898789;250;217;22;0;0;0;0;0%;0;0;0;0;7;0;1;0;3;0;228;3,50%;3;0;2385;21;0,89%;2627;27;1,04%;Radikale Venstre;https://www,facebook,com/519677024898789;Politiker;Mand;Side;MF'ere;;;20210315;202103;83;7;0;0;1;2;76;Rød blok
Kathrine Olldag;RVolldag;https://www.facebook.com/810476755802044;586;424;77;24;1004;563;1567;64%;0;0;4;1;54;1;1;3;0;2;485;3,92%;13;0;1152;9;1%;1271;23;2%;Radikale Venstre;https://www,facebook,com/810476755802044;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;45;6;2;1004;0;4;37;Rød blok
Rasmus Helveg Petersen;rasmus.helveg.petersen;https://www.facebook.com/1377441749244487;95;58;20;14;899;953;1852;49%;0;0;2;0;1;0;0;0;1;1;61;2,53%;1;0;3754;7;0%;3914;21;1%;Radikale Venstre;https://www,facebook,com/1377441749244487;Politiker;Mand;Side;MF'ere;;;20210315;202103;95;20;14;899;1;1;61;Rød blok
Karen Melchior;KarenMelchiorDK;https://www.facebook.com/1384921248388622;803;630;50;29;5915;1025;6940;85%;0;0;12;0;75;0;0;0;2;17;724;0,91%;17;1;5192;66;1,29%;5351;65;1%;Radikale Venstre;https://www,facebook,com/1384921248388622;Politiker;Kvinde;Side;MEP'ere;;;20210315;202103;47;3;2;657;0;4;43;Rød blok
Morten Helveg Petersen;morten.h.petersen.75;https://www.facebook.com/442403485851495;1395;1092;168;61;0;0;0;0%;0;0;0;0;19;1;11;27;11;5;1166;0,83%;16;1;10454;2;0,02%;10966;4;0%;Radikale Venstre;https://www,facebook,com/442403485851495;Politiker;Mand;Side;MEP'ere;;;20210315;202103;87;11;4;0;1;1;73;Rød blok
Katrine Robsøe;katrinerobsoe;https://www.facebook.com/1791759817712146;551;444;31;1;0;0;0;0%;0;0;0;0;74;0;0;0;0;1;519;2,35%;9;0;2605;12;0,46%;2721;25;1%;Radikale Venstre;https://www,facebook,com/1791759817712146;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;61;3;0;0;0;8;58;Rød blok
Ida Auken;ida.auken;https://www.facebook.com/24352982198;2482;1772;355;36;0;0;0;0%;0;0;0;0;156;4;45;2;25;87;2091;1%;4;0;42826;-6;-0,01%;44135;58;0%;Socialdemokratiet;https://www,facebook,com/24352982198;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;621;89;9;0;6;39;523;Rød blok
Socialdemokratiet;socialdemokratiet;https://www.facebook.com/41459763029;26608;16977;5057;1207;166529;36845;203374;82%;0;6605;14;1;1347;54;849;30;510;577;20344;1,14%;20;1;116613;8;0,01%;118803;150;0%;Socialdemokratiet;https://www,facebook,com/41459763029;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;1330;253;60;20816;26;67;1017;Rød blok
Dan Jørgensen;danjorgensen;https://www.facebook.com/46151445835;2585;1677;590;81;0;0;0;0%;4608;0;0;0;59;9;130;2;21;16;1914;0,25%;18;1;57369;-37;-0,06%;54124;16;0%;Socialdemokratiet;https://www,facebook,com/46151445835;Politiker;Mand;Side;MF'ere;;;20210315;202103;144;33;5;0;1;3;106;Rød blok
Mette Frederiksen;mettefrederiksen.dk;https://www.facebook.com/57497067718;359733;227892;81006;4337;97640;10081;107721;91%;0;0;2;0;22340;338;3115;452;10967;9286;274390;4,38%;29;1;284590;2236;0,79%;329848;3339;1%;Socialdemokratiet;https://www,facebook,com/57497067718;Politiker;Kvinde;Side;MF'ere;Partileder;;20210315;202103;12405;2793;150;97640;378;770;9462;Rød blok
